year,state,state_code,office,candidate,party,percentage,winner,incumbent
2018,Kansas,KS,governor,Greg Orman,Independent,6.5,False,False
2018,Kansas,KS,governor,Jeff Caldwell,Libertarian,1.9,False,False
2018,Maine,ME,governor,Janet Mills,Democratic,50.9,True,False
2018,Maine,ME,governor,Shawn Moody,Republican,43.2,False,False
2018,Maine,ME,governor,Terry Hayes,Independent,5.9,False,False
2018,Maryland,MD,governor,Larry Hogan,Republican,55.3,True,True
2018,Maryland,MD,governor,Ben Jealous,Democratic,43.5,False,False
2018,Massachusetts,MA,governor,Charlie Baker,Republican,66.6,True,True
2018,Massachusetts,MA,governor,Jay Gonzalez,Democratic,33.1,False,False
2018,Michigan,MI,governor,Gretchen Whitmer,Democratic,53.3,True,False
2018,Michigan,MI,governor,Bill Schuette,Republican,43.7,False,False
2018,Michigan,MI,governor,Bill Gelineau,Libertarian,1.3,False,False
2018,Minnesota,MN,governor,Tim Walz,Minnesota Democratic–farmer–labor,53.8,True,False
2018,Minnesota,MN,governor,Jeff Johnson,Republican,42.4,False,False
2018,Minnesota,MN,governor,Chris Wright,Grassroots–legalize Cannabis,2.6,False,False
2018,Minnesota,MN,governor,Josh Welter,Libertarian,1.0,False,False
2018,Nebraska,NE,governor,Pete Ricketts,Republican,59.0,True,True
2018,Nebraska,NE,governor,Bob Krist,Democratic,41.0,False,False
2018,Nevada,NV,governor,Steve Sisolak,Democratic,49.4,True,False
2018,Nevada,NV,governor,Adam Laxalt,Republican,45.3,False,False
2018,Nevada,NV,governor,None of These Candidates,None,1.9,False,False
2018,Nevada,NV,governor,Ryan C. Bundy,Independent,1.4,False,False
2018,Nevada,NV,governor,Russell Best,Independent American,1.0,False,False
2018,New Hampshire,NH,governor,Chris Sununu,Republican,52.8,True,True
2018,New Hampshire,NH,governor,Molly Kelly,Democratic,45.7,False,False
2018,New Hampshire,NH,governor,Jilletta Jarvis,Libertarian,1.4,False,False
2018,New Mexico,NM,governor,Michelle Lujan Grisham,Democratic,57.2,True,False
2018,New Mexico,NM,governor,Steve Pearce,Republican,42.8,False,False
2018,New York,NY,governor,Andrew Cuomo,Democratic,59.6,True,True
2018,New York,NY,governor,Marc Molinaro,Republican,36.2,False,False
2018,New York,NY,governor,Howie Hawkins,Green,1.7,False,False
2018,New York,NY,governor,Larry Sharpe,Libertarian,1.6,False,False
2018,Ohio,OH,governor,Mike DeWine,Republican,50.4,True,False
2018,Ohio,OH,governor,Richard Cordray,Democratic,46.7,False,False
2018,Ohio,OH,governor,Travis Irvine,Libertarian,1.8,False,False
2018,Ohio,OH,governor,Constance Gadell-Newton,Green,1.1,False,False
2018,Oklahoma,OK,governor,Kevin Stitt,Republican,54.3,True,False
2018,Oklahoma,OK,governor,Drew Edmondson,Democratic,42.2,False,False
2018,Oklahoma,OK,governor,Chris Powell,Libertarian,3.4,False,False
2018,Oregon,OR,governor,Kate Brown,Democratic,50.0,True,True
2018,Oregon,OR,governor,Knute Buehler,Republican,43.6,False,False
2018,Oregon,OR,governor,Patrick Starnes,Independent,2.9,False,False
2018,Oregon,OR,governor,Nick Chen,Libertarian,1.5,False,False
2018,Oregon,OR,governor,Aaron Auer,Constitution,1.1,False,False
2018,Pennsylvania,PA,governor,Tom Wolf,Democratic,57.8,True,True
2018,Pennsylvania,PA,governor,Scott Wagner,Republican,40.7,False,False
2018,Pennsylvania,PA,governor,Ken Krawchuk,Libertarian,1.0,False,False
2018,Rhode Island,RI,governor,Gina Raimondo,Democratic,52.6,True,True
2018,Rhode Island,RI,governor,Allan Fung,Republican,37.2,False,False
2018,Rhode Island,RI,governor,Joe Trillo,Independent,4.4,False,False
2018,Rhode Island,RI,governor,Bill Gilbert,Moderate,2.7,False,False
2018,Rhode Island,RI,governor,Luis-Daniel Munoz,Independent,1.6,False,False
2018,Rhode Island,RI,governor,Anne Armstrong,Compassion,1.1,False,False
2018,South Carolina,SC,governor,Henry McMaster,Republican,54.0,True,True
2018,South Carolina,SC,governor,James E. Smith Jr.,Democratic,45.9,False,False
2018,South Dakota,SD,governor,Kristi Noem,Republican,51.0,True,False
2018,South Dakota,SD,governor,Billie Sutton,Democratic,47.6,False,False
2018,South Dakota,SD,governor,Kurt Evans,Libertarian,1.4,False,False
2018,Tennessee,TN,governor,Bill Lee,Republican,59.6,True,False
2018,Tennessee,TN,governor,Karl Dean,Democratic,38.5,False,False
2018,Texas,TX,governor,Greg Abbott,Republican,55.8,True,True
2018,Texas,TX,governor,Lupe Valdez,Democratic,42.5,False,False
2018,Texas,TX,governor,Mark Tippetts,Libertarian,1.7,False,False
2018,Vermont,VT,governor,Phil Scott,Republican,55.2,True,True
2018,Vermont,VT,governor,Christine Hallquist,Democratic,40.2,False,False
2018,Vermont,VT,governor,Trevor Barlow,Independent,1.2,False,False
2018,Wisconsin,WI,governor,Tony Evers,Democratic,49.5,True,False
2018,Wisconsin,WI,governor,Scott Walker,Republican,48.4,False,True
2018,Wyoming,WY,governor,Mark Gordon,Republican,67.1,True,False
2018,Wyoming,WY,governor,Mary Throne,Democratic,27.5,False,False
2018,Wyoming,WY,governor,Rex Rammell,Constitution,3.3,False,False
2018,Wyoming,WY,governor,Lawrence Struempf,Libertarian,1.5,False,False
2018,District of Columbia,DC,governor,Muriel Bowser,Democratic,76.4,True,True
2018,District of Columbia,DC,governor,Ann Wilcox,D.c. Statehood Green,9.3,False,False
2018,District of Columbia,DC,governor,Dustin Canter,Independent,6.9,False,False
2018,District of Columbia,DC,governor,Martin Moulton,Libertarian,3.4,False,False
2018,Guam,GU,governor,Lou Leon Guerrero,Democratic,50.8,True,False
2018,Guam,GU,governor,Ray Tenorio,Republican,26.4,False,False
2018,Guam,GU,governor,Frank Aguon,Write-in,22.8,False,False
2018,Northern Mariana Islands,MP,governor,Ralph Torres,Republican,62.2,True,True
2018,Northern Mariana Islands,MP,governor,Juan Babauta,Independent,37.8,False,False
2018,U.S. Virgin Islands,VI,governor,Albert Bryan,Democratic,54.5,True,False
2018,U.S. Virgin Islands,VI,governor,Kenneth Mapp,Independent,45.1,False,True
2018,Alabama,AL,attorney general,Steve Marshall,Republican,58.8,True,True
2018,Alabama,AL,attorney general,Joseph Siegelman,Democratic,41.1,False,False
2018,Arizona,AZ,attorney general,Mark Brnovich,Republican,51.7,True,True
2018,Arizona,AZ,attorney general,January Contreras,Democratic,48.3,False,False
2018,Arkansas,AR,attorney general,Leslie Rutledge,Republican,61.8,True,True
2018,Arkansas,AR,attorney general,Mike Lee,Democratic,35.4,False,False
2018,California,CA,attorney general,Xavier Becerra,Democratic,63.6,True,True
2018,California,CA,attorney general,Steven Bailey,Republican,36.4,False,False
2018,Colorado,CO,attorney general,Phil Weiser,Democratic,51.6,True,False
2018,Colorado,CO,attorney general,George Brauchler,Republican,45.1,False,False
2018,Colorado,CO,attorney general,William Robinson III,Libertarian,3.3,False,False
2018,Connecticut,CT,attorney general,William Tong,Democratic,52.5,True,False
2018,Connecticut,CT,attorney general,Susan Hatfield,Republican,46.5,False,False
2018,Delaware,DE,attorney general,Kathy Jennings,Democratic,61.31,True,False
2018,Delaware,DE,attorney general,Bernard Pepukayi,Republican,38.68,False,False
2018,Florida,FL,attorney general,Ashley Moody,Republican,52.1,True,False
2018,Florida,FL,attorney general,Sean Shaw,Democratic,46.1,False,False
2018,Georgia,GA,attorney general,Chris Carr,Republican,51.3,True,True
2018,Georgia,GA,attorney general,Charlie Bailey,Democratic,48.7,False,False
2018,Idaho,ID,attorney general,Lawrence Wasden,Republican,65.4,True,True
2018,Idaho,ID,attorney general,Bruce Bistline,Democratic,34.6,False,False
2018,Illinois,IL,attorney general,Kwame Raoul,Democratic,54.71,True,False
2018,Illinois,IL,attorney general,Erika Harold,Republican,42.74,False,False
2018,Illinois,IL,attorney general,Bubba Harsy,Libertarian,2.55,False,False
2018,Iowa,IA,attorney general,Tom Miller,Democratic,76.51,True,True
2018,Iowa,IA,attorney general,Marco Battaglia,Libertarian,22.78,False,False
2018,Kansas,KS,attorney general,Derek Schmidt,Republican,58.98,True,True
2018,Kansas,KS,attorney general,Sarah Swain,Democratic,41.02,False,False
2018,Maryland,MD,attorney general,Brian Frosh,Democratic,64.8,True,True
2018,Maryland,MD,attorney general,Craig Wolf,Republican,35.1,False,False
2018,Massachusetts,MA,attorney general,Maura Healey,Democratic,69.91,True,True
2018,Massachusetts,MA,attorney general,James McMahon,Republican,30.02,False,False
2018,Michigan,MI,attorney general,Dana Nessel,Democratic,49.04,True,False
2018,Michigan,MI,attorney general,Tom Leonard,Republican,46.26,False,False
2018,Michigan,MI,attorney general,Lisa Lane Giola,Libertarian,2.1,False,False
2018,Minnesota,MN,attorney general,Keith Ellison,Minnesota Democratic-farmer-labor,48.96,True,False
2018,Minnesota,MN,attorney general,Doug Wardlow,Republican,45.08,False,False
2018,Nebraska,NE,attorney general,Doug Peterson,Republican,100.0,True,True
2018,Nevada,NV,attorney general,Aaron Ford,Democratic,47.2,True,False
2018,Nevada,NV,attorney general,Wesley Duncan,Republican,46.8,False,False
2018,Nevada,NV,attorney general,None of These Candidates,Write-in,2.7,False,False
2018,New Mexico,NM,attorney general,Hector Balderas,Democratic,61.8,True,True
2018,New Mexico,NM,attorney general,Michael Hendricks,Republican,33.4,False,False
2018,New York,NY,attorney general,Letitia James,Democratic,62.42,True,False
2018,New York,NY,attorney general,Keith Wofford,Republican,35.2,False,False
2018,North Dakota,ND,attorney general,Wayne Stenehjem,Republican,67.55,True,True
2018,North Dakota,ND,attorney general,David Clark Thompson,North Dakota Democratic–nonpartisan League,32.23,False,False
2018,Ohio,OH,attorney general,Dave Yost,Republican,52.2,True,False
2018,Ohio,OH,attorney general,Steve Dettelbach,Democratic,47.8,False,False
2018,Oklahoma,OK,attorney general,Michael J. Hunter,Republican,64.03,True,True
2018,Oklahoma,OK,attorney general,Mark Myles,Democratic,35.97,False,False
2018,Rhode Island,RI,attorney general,Peter Neronha,Democratic,79.8,True,False
2018,Rhode Island,RI,attorney general,Alan Gordon,Independent,19.1,False,False
2018,South Carolina,SC,attorney general,Alan Wilson,Republican,55.1,True,True
2018,South Carolina,SC,attorney general,Constance Anastopoulo,Democratic,44.9,False,False
2018,South Dakota,SD,attorney general,Jason Ravnsborg,Republican,55.16,True,False
2018,South Dakota,SD,attorney general,Randy Seiler,Democratic,44.84,False,False
2018,Texas,TX,attorney general,Ken Paxton,Republican,50.57,True,True
2018,Texas,TX,attorney general,Justin Nelson,Democratic,47.01,False,False
2018,Texas,TX,attorney general,Michael Ray Harris,Libertarian,2.43,False,False
2018,Vermont,VT,attorney general,T.J. Donovan,Democratic,67.24,True,True
2018,Vermont,VT,attorney general,Janssen Willhoit,Republican,25.24,False,False
2018,Wisconsin,WI,attorney general,Josh Kaul,Democratic,49.4,True,False
2018,Wisconsin,WI,attorney general,Brad Schimel,Republican,48.8,False,True
2018,District of Columbia,DC,attorney general,Karl Racine,Democratic,92.77,True,True
2018,Guam,GU,attorney general,Leevin Camacho,Independent,64.2,True,False
2018,Guam,GU,attorney general,Douglas Moylan,Republican,30.56,False,False
2018,Northern Mariana Islands,MP,attorney general,Edward Manibusan,Nonpartisan,100.0,True,True
